,transcipt,speakers,file,batch,start,end,start_rounded,end_rounded,log_mean_pitch,log_stdev_pitch,pitch_rate_of_change_log_variance,pitch_2_percentile,pitch_25_percentile,pitch_50_percentile,pitch_75_percentile,pitch_98_percentile,word_count,duration
1012,"Good morning, Mr. Gupta. I think the Chief Justice and others have pointed out the difficulty of our purposeful availment test in an Internet age, and some of it was cabined by a rise out of when that had some causal link, but now we're blowing past that and we're adorning ""relate to"" to mean something more, which I -- I totally understand. And I get your same product test is a limiting way, though I think there -- there are issues there. What if, for example, Ford didn't sell Explorers in Montana, but the part that allegedly failed in the Explorer by your client in Montana is also sold by Ford in lots of other models in Montana. Which is the relevant product? Is it the Explorer or is it the part? And -- and I -- I foresee a lot of difficulties there, all of which, again, takes me back to, at least -- at least me, to these first principle questions. We seem to be blurring the line between specific and general jurisdiction. If specific jurisdiction says fair play, I -- I get that this seems like fair play, but then where is the limiting factor there? Do you have anything about the original meaning of the Due Process Clause that you want to argue here that might provide some helpful guidance?",Neil_Gorsuch,19-368,33,2952.62,3040.305,2953,3040,5.001031819264453,0.15891728600453955,0.0007864937225737181,120.3171971232582,133.09934981412218,145.14587018501834,156.46466200170096,254.2667597991357,225,87.68499999999995
1013,"Thank you, Chief Justice. And welcome back, Mr. Gupta. First of all, can you explain under your test what you think you have to show to satisfy purposeful availment and then what else you need to show to satisfy ""relates to,"" just so I'm clear on those?",Brett_M_Kavanaugh,19-368,34,3184.765,3201.92,3185,3202,5.386262320734887,0.29504584151978763,0.0014870193070649837,156.46466200170096,181.8190699939266,201.74088950502764,229.0776735576574,490.02059974021745,47,17.1550000000002
1014,"General, my first question goes to the very first point you raised. We expedited this case in light of the December 31 deadline for the Secretary to transmit the census to the President. Is that date still operative? Do you still need a decision by that date?",John_G_Roberts_Jr,20-366,0,123.04,141.44,123,141,5.367098982902124,0.28085936384196264,0.001609769355636415,154.77659883914208,178.6955271983718,198.27510177438265,230.07294865481776,463.4254669845468,47,18.39999999999999
1015,"On the standing question, if the Court doesn't intervene now before the Secretary transmits the information to the President, I don't know when the Court would be able to intervene. All -- all that would be left after that transmittal is the transmittal by the President to -- to the House. So, if -- if the injury can't be redressed at this point, when could it be?",John_G_Roberts_Jr,20-366,1,197.76,224.12,198,224,5.2828983741119675,0.3155261419509168,0.0016263312032919314,141.01384901128017,165.52984583576122,178.6955271983718,198.27510177438265,537.1566330561137,67,26.360000000000014
1016,"But isn't that going to be like having to unscramble the eggs? I mean, the apportionment, any -- any change in any one state, of course, is going to have ripple effects all across the country, and it does seem like it would be more manageable at an earlier stage.",John_G_Roberts_Jr,20-366,2,260.96,276.12,261,276,5.360946264812802,0.36871916188480014,0.0016910425635374732,154.66751207845843,168.66611791365605,184.9972113558172,210.36937662302395,523.2511306011972,50,15.160000000000025
1017,"Thank you, Mr. Chief Justice. General Wall, I -- I'd like you just to discuss a bit as you understand the -- what Respondent is arguing. How does their alleged injury would be redressable without including the or enjoining the President? Because it's actually his decision that it seems that they're ultimately concerned about.",Clarence_Thomas,20-366,3,363.48,391.6,363,392,5.819661278164473,0.8997227547645282,0.00413985378316171,90.14646565339577,107.48759652776705,514.2705685131186,717.8876267679348,844.7517561270073,54,28.120000000000005
1018,"Could you actually, though, get the exact same information in a memo that's from the Commerce Department or the Census Bureau that says this is not the Section 141 report, but here's our what we think those numbers look like?",Clarence_Thomas,20-366,4,486.28,505.8,486,506,6.64339291736196,0.16727088705735937,0.006088918420839545,571.100486430456,663.0741398488134,770.5223780371789,840.2606114411664,1060.8698277861201,40,19.52000000000004
1019,"Well, it just seems to me that, you know, the -- I don't understand why you couldn't get the exact -- the President couldn't get the exact same advice outside of the context of a formal report with -- with separate numbers and then make his decision. But, beyond that, the Chief Justice asked you about the subset, subcategories of -- or subsets of illegal aliens. But could you give us your idea of what the President means generically by ""illegal alien""?",Clarence_Thomas,20-366,5,539.16,577.64,539,578,5.5916540285972385,0.9235645071031695,0.0012508844293498808,92.55218957506368,103.22817963382575,235.13466968818796,811.6382503556265,910.5084165069981,82,38.48000000000002
1020,"Yes, thank you. I was also concerned with what Justice Thomas brought up, and so, to clear away some weeds from my mind, would you tell me where I missed this or if I'm right. We're looking at a statute, 141. A says the Secretary shall take a Decennial Census, okay? B says the tabulation of the population that he just took, as required for the apportionment of representatives, that tabulation shall be reported to the Secretary -- by the Secretary to the President. That's the report we're concerned about. That's the tabulation we're concerned about. And it is based on that, where you go to 2a, the President shall transmit a statement showing the whole number of persons for the purpose, again, of apportionment. So we're not interested in other ways. We're interested in this report, in this tabulation, under 141(b). Now, if I'm right so far, the President's order says I'll tell you why I want that. I want that because it's our policy that illegal aliens will not be included in the census. I can't tell you exactly what ones. It doesn't say that. It just says illegal aliens will not be included. And he asked for the report so he can do that. Now, if the Constitution forbids him to, or if the statutes forbid him to, subtract from the tabulation for purposes of the statement, if it forbids him to subtract those illegal aliens, or to the extent it does, the tabulation and the report are not the tabulation required for the apportionment of the census and, therefore, he cannot ask -- he cannot ask the Secretary for that report to contain that information. Right or wrong and, if wrong, why?",Stephen_G_Breyer,20-366,6,602.8,732.16,603,732,5.416886377060492,0.25055474860142746,0.001515291576909058,131.75349672981483,190.41804342135148,227.75828324510303,267.74077300753,355.3326333920185,286,129.36
1021,"Well, it is not the information if it's unlawful that is required for the apportionment of rep -- the House of Representatives because it is illegal. Now whether it's illegal or not is a different question. All we have on that is about 40 briefs that show that the history, the language, the consequences, the purposes, and a bunch of other things argue against you, but you have arguments against that. But, if that side wins, then I don't see how the information he's requested could be the information required for the apportionment of representatives, quoting the statute.",Stephen_G_Breyer,20-366,7,769.08,802.96,769,803,5.416500075442678,0.24870590716944665,0.0013823659177800052,135.62565402430656,191.5211239251473,235.1111360581255,252.71363809934766,369.9944227116344,98,33.879999999999995
1022,"Well, maybe, but we're not suing the President. They're not. They're suing the Secretary. And they're saying: Mr. Secretary, you cannot give to the President this requested information and also say that that piece of paper that you send him is the tabulation as required for the apportionment of representatives. It may be something else, but it isn't that. And that's what he's asked you to do, and that's what you're trying to do. And, Mr. Secretary, if it's illegal, you can't do it.",Stephen_G_Breyer,20-366,8,832.72,860.32,833,860,5.552142352398447,0.31267027051169416,0.0030906255941474054,168.10267960745315,199.42369775418427,233.08188075904494,329.15292815640106,505.1866557998137,84,27.600000000000023
1023,"Okay, okay. Then they don't -- on that one, it says ""persons,"" this started in 1820, you know, and they've always counted people who were here and not -- and not naturalized, and this has never happened before that you excluded illegal aliens, and it has a lot of negative effects on the states. You know all those arguments. And they're fair -- I think they're fairly strong ones.",Stephen_G_Breyer,20-366,9,875.88,895.6,876,896,5.256193890464145,0.18381632655440794,0.0012006838869182289,124.90548719779652,173.60841241450115,190.41804342135148,214.97519305553408,264.61302717432517,69,19.720000000000027
1024,"General Wall, if I can, I want to try to press you a little bit on some of the answers you gave to the Chief Justice because I find the posture of this case quite frustrating. It could be that we are dealing with a possibility that is quite important. It could be that this is much ado about very little. It depends on what the Census Bureau and the Department of Commerce are able to do. If I just take the numbers from the district court in D.C.'s opinion last week, they said that the -- the plaintiffs in that case were claiming that there are 10.5 million people in this country who would be counted as being here illegally. But, if you look at the smaller number of -- of those who are held in detention facilities, it's -- it's something like 60,000. The first number could easily change the apportionment of representatives. The second one, it's much more doubtful that it would change the apportionment of representatives. There are only 31 days left in the year. To exclude the 10.5 million seems to me a monumental task, to do that without sampling, to take 300 million plus names and determine individually for each of those people whether they are lawfully in the United States. And I would think you would be able to tell us whether that remains a realistic possibility at this point.",Samuel_A_Alito_Jr,20-366,10,916.72,1017.12,917,1017,5.1762523477116895,0.3373235200004018,0.0015433179156618276,126.35681904967383,146.8323839587038,161.0494265540188,187.14677540918822,535.48154601506,237,100.39999999999998
